### 01100	Metabolic pathways
sacce:4439	K11204
sacce:1690	K00318
sacce:6326	K01611
sacce:4945	K00819
sacce:2297	K00128
sacce:4636	K00286
sacce:350	K01485
sacce:1938	K00931
sacce:4606	K01581
sacce:4155	K13367
sacce:1051	K14455
sacce:345	K00128
sacce:661	K00128
sacce:2989	K00294
sacce:2638	K00797
sacce:4872	K00802
sacce:2405	K01476
sacce:136	K00147
sacce:2867	K00128

### 00340	Histidine metabolism
sacce:2211	K19787
sacce:345	K00128
sacce:661	K00128
sacce:2587	K01663
sacce:3947	K04486
sacce:4731	K00817
sacce:2867	K00128
sacce:1024	K01693
sacce:2221	K00765
sacce:3240	K00129
sacce:2763	K00129
sacce:2297	K00128
sacce:3039	K14152
sacce:1327	K01814

### 00350	Tyrosine metabolism
sacce:6582	K00135
sacce:1182	K00121
sacce:1051	K14455
sacce:2135	K05821
sacce:4731	K00817
sacce:1270	K13953
sacce:4619	K13953
sacce:5430	K13954
sacce:4947	K13953
sacce:3240	K00129
sacce:1896	K14454
sacce:2763	K00129
sacce:4958	K13953
sacce:615	K00838

### 00360	Phenylalanine metabolism
sacce:2021	K12732
sacce:4731	K00817
sacce:5621	K18852
sacce:1051	K14455
sacce:2135	K05821
sacce:2763	K00129
sacce:615	K00838
sacce:6158	K18852
sacce:3240	K00129
sacce:1896	K14454
sacce:4628	K01426

### 00380	Tryptophan metabolism
sacce:638	K03781
sacce:346	K14264
sacce:3398	K00463
sacce:2867	K00128
sacce:1284	K14263
sacce:345	K00128
sacce:661	K00128
sacce:5248	K00626
sacce:4628	K01426
sacce:352	K00493
sacce:4477	K00164
sacce:305	K03781
sacce:3239	K01556
sacce:615	K00838
sacce:2297	K00128
sacce:2946	K00486
sacce:6490	K00452

### 00400	Phenylalanine, tyrosine and tryptophan biosynthesis
sacce:4731	K00817
sacce:165	K01626
sacce:6535	K00766
sacce:1051	K14455
sacce:4052	K00211
sacce:3389	K04518
sacce:3177	K01736
sacce:2135	K05821
sacce:3720	K01656
sacce:5044	K01626
sacce:2930	K13830
sacce:615	K00838
sacce:4054	K01694
sacce:2051	K01850
sacce:1896	K14454
sacce:4593	K01657
sacce:4845	K01817

### 00410	beta-Alanine metabolism
sacce:4613	K01580
sacce:3240	K00129
sacce:2763	K00129
sacce:4401	K01918
sacce:2297	K00128
sacce:4290	K05605
sacce:4155	K13367
sacce:661	K00128
sacce:345	K00128
sacce:2867	K00128
sacce:493	K13524
sacce:2638	K00797
sacce:4872	K00802

### 00430	Taurine and hypotaurine metabolism
sacce:469	K15371
sacce:846	K00681
sacce:4613	K01580

### 00440	Phosphonate and phosphinate metabolism
sacce:181	K00967
sacce:5861	K00968
sacce:6488	K00993
sacce:2864	K00994

### 00450	Selenocompound metabolism
sacce:5117	K01874
sacce:4831	K00384
sacce:177	K00384
sacce:1760	K01739
sacce:6273	K01739
sacce:4501	K01758
sacce:2844	K00549
sacce:2387	K01739
sacce:5291	K01760
sacce:1036	K01874
sacce:2542	K01760
sacce:4310	K00958

### 00460	Cyanoamino acid metabolism
sacce:3396	K01424
sacce:846	K00681
sacce:495	K00600
sacce:6424	K01424
sacce:1157	K00600

### 00471	D-Glutamine and D-glutamate metabolism

### 00472	D-Arginine and D-ornithine metabolism

### 00473	D-Alanine metabolism

### 00480	Glutathione metabolism
sacce:5229	K10808
sacce:3376	K00031
sacce:1428	K00033
sacce:5968	K00432
sacce:2591	K10808
sacce:6088	K00383
sacce:5616	K00432
sacce:2915	K01920
sacce:770	K00036
sacce:4425	K00031
sacce:698	K00031
sacce:846	K00681
sacce:4606	K01581
sacce:4872	K00802
sacce:4959	K00432
sacce:2162	K10807
sacce:1331	K15428
sacce:2638	K00797
sacce:3350	K01469
sacce:5364	K00799
sacce:1884	K00799
sacce:6258	K00033
sacce:5106	K10807
sacce:4439	K11204

### 00510	N-Glycan biosynthesis
sacce:6440	K12669
sacce:253	K07432
sacce:2022	K12691
sacce:1677	K12670
sacce:4920	K05546
sacce:3132	K03848
sacce:290	K03846
sacce:1470	K01001
sacce:3913	K09658
sacce:5135	K03850
sacce:5438	K03844
sacce:2853	K12669
sacce:5714	K03849
sacce:2974	K00729
sacce:4277	K12666
sacce:730	K07151
sacce:704	K00730
sacce:2767	K00721
sacce:2982	K01228
sacce:3316	K09658
sacce:5022	K01230
sacce:2043	K00902
sacce:393	K03847
sacce:6362	K07441
sacce:2623	K07252
sacce:5639	K12667
sacce:3167	K01230
sacce:2450	K03842
sacce:1340	K12668
sacce:3462	K03845
sacce:1879	K03843

### 00513	Various types of N-glycan biosynthesis
sacce:1336	K05531
sacce:290	K03846
sacce:1683	K05529
sacce:5438	K03844
sacce:253	K07432
sacce:2701	K05536
sacce:6440	K12669
sacce:2022	K12691
sacce:3216	K05533
sacce:1677	K12670
sacce:4261	K05530
sacce:6362	K07441
sacce:5639	K12667
sacce:3167	K01230
sacce:3462	K03845
sacce:2450	K03842
sacce:1340	K12668
sacce:4368	K05538
sacce:3318	K05534
sacce:1879	K03843
sacce:4277	K12666
sacce:2853	K12669
sacce:5276	K05528
sacce:730	K07151
sacce:704	K00730
sacce:3472	K05535
sacce:6038	K05532
sacce:393	K03847
sacce:5022	K01230
sacce:2058	K05537

### 00512	Mucin type O-Glycan biosynthesis

### 00514	Other types of O-glycan biosynthesis
sacce:2286	K00728
sacce:3453	K10967
sacce:133	K00728
sacce:5527	K00728
sacce:5812	K10969
sacce:5446	K00728
sacce:5847	K00728
sacce:2828	K10968
sacce:4368	K05538
sacce:3243	K10967
sacce:6096	K00728
sacce:1355	K00728
sacce:520	K10967

### 00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate

### 00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin

### 00533	Glycosaminoglycan biosynthesis - keratan sulfate

### 00531	Glycosaminoglycan degradation

### 00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
sacce:6538	K05290
sacce:3769	K05286
sacce:6666	K07541
sacce:5061	K07542
sacce:6114	K05294
sacce:2184	K03861
sacce:5894	K08098
sacce:3796	K03859
sacce:3913	K09658
sacce:5074	K03860
sacce:6127	K05291
sacce:5214	K03857
sacce:3756	K05285
sacce:839	K05310
sacce:3316	K09658
sacce:1302	K05287
sacce:743	K05293
sacce:2794	K05289
sacce:2672	K03434
sacce:1342	K05283
sacce:3562	K05284
sacce:5971	K03858
sacce:1939	K05288
sacce:6085	K05292
sacce:1004	K11002
sacce:6557	K01127

### 00601	Glycosphingolipid biosynthesis - lacto and neolacto series

### 00603	Glycosphingolipid biosynthesis - globo series

### 00604	Glycosphingolipid biosynthesis - ganglio series

### 00540	Lipopolysaccharide biosynthesis

### 00550	Peptidoglycan biosynthesis

### 00511	Other glycan degradation
sacce:5795	K01191

### 00730	Thiamine metabolism
sacce:422	K01078
sacce:5240	K14394
sacce:997	K00877
sacce:126	K14154
sacce:19	K01078
sacce:2153	K01078
sacce:6675	K18278
sacce:4171	K00939
sacce:3246	K01078
sacce:6497	K00949
sacce:2298	K03146
sacce:2130	K00939
sacce:452	K04487
sacce:6318	K18278
sacce:1543	K18278
sacce:1877	K00877
sacce:3468	K01078
sacce:991	K18278
sacce:4269	K01077

### 00740	Riboflavin metabolism
sacce:4676	K00794
sacce:5440	K00953
sacce:330	K00793
sacce:3468	K01078
sacce:1031	K14654
sacce:3246	K01078
sacce:3849	K01497
sacce:2153	K01078
sacce:6631	K14655
sacce:5908	K02858
sacce:422	K01078
sacce:4264	K00861
sacce:19	K01078
sacce:5240	K14394

### 00750	Vitamin B6 metabolism
sacce:285	K08681
sacce:3970	K06215
sacce:5930	K08681
sacce:6049	K00868
sacce:2954	K01733
sacce:263	K00831
sacce:2347	K06215
sacce:934	K00275
sacce:3265	K06215
sacce:4824	K08681
sacce:232	K05275
sacce:1243	K00868

### 00760	Nicotinate and nicotinamide metabolism
sacce:6582	K00135
sacce:5238	K18551
sacce:4102	K06210
sacce:858	K06210
sacce:6658	K11121
sacce:8	K11121
sacce:5911	K03783
sacce:5363	K00858
sacce:1583	K01240
sacce:2721	K18550
sacce:1320	K11121
sacce:1977	K10524
sacce:3835	K11121
sacce:6070	K01950
sacce:5737	K00767
sacce:4284	K00763
sacce:3363	K03426
sacce:742	K11121
sacce:4112	K19785
sacce:1095	K01440

### 00770	Pantothenate and CoA biosynthesis
sacce:1632	K01652
sacce:4314	K00077
sacce:5593	K00606
sacce:6367	K06133
sacce:3747	K01687
sacce:4353	K00826
sacce:3311	K00826
sacce:4401	K01918
sacce:6599	K02201
sacce:1769	K01598
sacce:3169	K00859
sacce:3245	K09680
sacce:3022	K00053
sacce:2920	K01922
sacce:6248	K01653

### 00780	Biotin metabolism
sacce:164	K00059
sacce:1865	K01935
sacce:3674	K01942
sacce:186	K09458
sacce:4122	K00833
sacce:6477	K01012

### 00785	Lipoic acid metabolism
sacce:4302	K03801
sacce:2777	K03644
sacce:1770	K03800

### 00790	Folate biosynthesis
sacce:986	K13939
sacce:906	K01930
sacce:2550	K01495
sacce:3849	K01497
sacce:2423	K13950
sacce:95	K20457
sacce:5198	K00287
sacce:6620	K01724
sacce:3900	K01930
sacce:4269	K01077

### 00670	One carbon pool by folate
sacce:3738	K00288
sacce:4204	K00295
sacce:467	K00297
sacce:1367	K00288
sacce:1157	K00600
sacce:4781	K00602
sacce:5864	K00601
sacce:5716	K01934
sacce:495	K00600
sacce:5636	K00297
sacce:1159	K00602
sacce:3886	K00604
sacce:5323	K00605
sacce:5198	K00287
sacce:5236	K00560

### 00830	Retinol metabolism
sacce:4958	K13953
sacce:4947	K13953
sacce:4619	K13953
sacce:1270	K13953
sacce:1182	K00121

### 00860	Porphyrin and chlorophyll metabolism
sacce:6465	K01764
sacce:879	K00589
sacce:4418	K01698
sacce:2987	K02304
sacce:5655	K01749
sacce:1400	K00228
sacce:1586	K19054
sacce:3063	K00231
sacce:1267	K02257
sacce:5235	K01719
sacce:4740	K02259
sacce:1144	K01599
sacce:1898	K01885
sacce:103	K00643
sacce:6040	K01885
sacce:589	K01764
sacce:3324	K01772

### 00130	Ubiquinone and other terpenoid-quinone biosynthesis
sacce:6201	K03186
sacce:3351	K06126
sacce:3800	K06127
sacce:615	K00838
sacce:3990	K00591
sacce:573	K06134
sacce:5411	K06125

### 00900	Terpenoid backbone biosynthesis
sacce:676	K05954
sacce:3436	K01597
sacce:5890	K06013
sacce:5752	K00869
sacce:5248	K00626
sacce:1085	K00587
sacce:1853	K00804
sacce:2460	K00021
sacce:5068	K19177
sacce:4018	K11778
sacce:142	K00021
sacce:967	K00787
sacce:240	K08658
sacce:4326	K11778
sacce:6042	K01641
sacce:5989	K01823
sacce:795	K00938
sacce:3175	K05355
sacce:2349	K05955

### 00902	Monoterpenoid biosynthesis

### 00909	Sesquiterpenoid and triterpenoid biosynthesis
sacce:3716	K00511
sacce:896	K00801

### 00904	Diterpenoid biosynthesis

### 00906	Carotenoid biosynthesis

### 00905	Brassinosteroid biosynthesis

### 00981	Insect hormone biosynthesis
sacce:2867	K00128
sacce:661	K00128
sacce:345	K00128
sacce:2297	K00128

### 00908	Zeatin biosynthesis
sacce:138	K00791

### 00903	Limonene and pinene degradation
sacce:2297	K00128
sacce:2867	K00128
sacce:345	K00128
sacce:661	K00128

### 00281	Geraniol degradation

### 01052	Type I polyketide structures

### 00522	Biosynthesis of 12-, 14- and 16-membered macrolides

### 01051	Biosynthesis of ansamycins
sacce:5661	K00615
sacce:1107	K00615

### 01056	Biosynthesis of type II polyketide backbone

### 01057	Biosynthesis of type II polyketide products

### 00253	Tetracycline biosynthesis

### 00523	Polyketide sugar unit biosynthesis

### 01054	Nonribosomal peptide structures

### 01053	Biosynthesis of siderophore group nonribosomal peptides

### 01055	Biosynthesis of vancomycin group antibiotics

### 00940	Phenylpropanoid biosynthesis
sacce:5477	K20039
sacce:6201	K03186

### 00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis

### 00941	Flavonoid biosynthesis

### 00944	Flavone and flavonol biosynthesis

### 00942	Anthocyanin biosynthesis

### 00943	Isoflavonoid biosynthesis

### 00901	Indole alkaloid biosynthesis

### 00950	Isoquinoline alkaloid biosynthesis
sacce:1051	K14455
sacce:615	K00838
sacce:1896	K14454

### 00960	Tropane, piperidine and pyridine alkaloid biosynthesis
sacce:4731	K00817
sacce:2135	K05821
sacce:1051	K14455
sacce:615	K00838
sacce:1896	K14454

### 01058	Acridone alkaloid biosynthesis

### 00232	Caffeine metabolism

### 00965	Betalain biosynthesis

### 00966	Glucosinolate biosynthesis

### 00402	Benzoxazinoid biosynthesis

### 00311	Penicillin and cephalosporin biosynthesis

### 00521	Streptomycin biosynthesis
sacce:2657	K01092
sacce:5064	K01835
sacce:1599	K01092
sacce:4489	K00844
sacce:3896	K01835
sacce:2973	K00844
sacce:2239	K00844
sacce:3922	K00844
sacce:5053	K01835
sacce:2773	K00844
sacce:930	K01858

### 00524	Butirosin and neomycin biosynthesis
sacce:2973	K00844
sacce:2239	K00844
sacce:3922	K00844
sacce:2773	K00844
sacce:4489	K00844

### 00331	Clavulanic acid biosynthesis

### 00231	Puromycin biosynthesis

### 00401	Novobiocin biosynthesis
sacce:4731	K00817
sacce:615	K00838

### 00254	Aflatoxin biosynthesis
sacce:153	K11262
sacce:4836	K11262

### 00362	Benzoate degradation
sacce:5248	K00626

### 00627	Aminobenzoate degradation
sacce:6306	K01101
sacce:352	K00493
sacce:4628	K01426
sacce:6201	K03186

### 00364	Fluorobenzoate degradation
sacce:2381	K01061

### 00625	Chloroalkane and chloroalkene degradation
sacce:1182	K00121
sacce:2867	K00128
sacce:661	K00128
sacce:1270	K13953
sacce:345	K00128
sacce:4619	K13953
sacce:5430	K13954
sacce:4947	K13953
sacce:4958	K13953
sacce:2297	K00128

### 00361	Chlorocyclohexane and chlorobenzene degradation
sacce:2381	K01061

### 00623	Toluene degradation
sacce:2381	K01061

### 00622	Xylene degradation

### 00633	Nitrotoluene degradation

### 00642	Ethylbenzene degradation

### 00643	Styrene degradation
sacce:4628	K01426

### 00791	Atrazine degradation
sacce:5863	K06035
sacce:170	K14541

### 00930	Caprolactam degradation
sacce:1103	K00002
sacce:3839	K00002

### 00351	DDT degradation

### 00363	Bisphenol degradation

### 00621	Dioxin degradation

### 00626	Naphthalene degradation
sacce:1270	K13953
sacce:5430	K13954
sacce:4619	K13953
sacce:1182	K00121
sacce:4958	K13953
sacce:4947	K13953

### 00624	Polycyclic aromatic hydrocarbon degradation

### 00365	Furfural degradation

### 00984	Steroid degradation

### 00980	Metabolism of xenobiotics by cytochrome P450
sacce:5364	K00799
sacce:1270	K13953
sacce:4619	K13953
sacce:1884	K00799
sacce:1182	K00121
sacce:4958	K13953
sacce:2763	K00129
sacce:4947	K13953
sacce:3240	K00129

### 00982	Drug metabolism - cytochrome P450
sacce:2763	K00129
sacce:4958	K13953
sacce:3240	K00129
sacce:4947	K13953
sacce:5364	K00799
sacce:1270	K13953
sacce:1884	K00799
sacce:4619	K13953
sacce:1182	K00121

### 00983	Drug metabolism - other enzymes
sacce:2591	K10808
sacce:3853	K01489
sacce:5118	K01951
sacce:2159	K01519
sacce:3566	K13800
sacce:5104	K00088
sacce:6596	K00088
sacce:5229	K10808
sacce:4817	K00088
sacce:5106	K10807
sacce:1884	K00799
sacce:2162	K10807
sacce:5364	K00799
sacce:6468	K00876
sacce:38	K01520
sacce:5611	K00940

### 01010	Overview of biosynthetic pathways

### 01060	Biosynthesis of plant secondary metabolites

### 01061	Biosynthesis of phenylpropanoids

### 01062	Biosynthesis of terpenoids and steroids

### 01063	Biosynthesis of alkaloids derived from shikimate pathway

### 01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid

### 01065	Biosynthesis of alkaloids derived from histidine and purine

### 01066	Biosynthesis of alkaloids derived from terpenoid and polyketide

### 01070	Biosynthesis of plant hormones

### 03020	RNA polymerase
sacce:1640	K03020
sacce:6590	K02999
sacce:5400	K03018
sacce:5879	K03024
sacce:976	K03009
sacce:6383	K03016
sacce:1795	K03013
sacce:72	K03014
sacce:4164	K03025
sacce:4654	K14721
sacce:1055	K03026
sacce:4899	K03011
sacce:6188	K03021
sacce:5237	K03000
sacce:4837	K03005
sacce:2506	K03003
sacce:4952	K03019
sacce:174	K03023
sacce:359	K03001
sacce:2960	K03002
sacce:276	K03004
sacce:3485	K03027
sacce:5347	K03009
sacce:3379	K03017
sacce:1360	K03015
sacce:829	K03008
sacce:1154	K03007
sacce:774	K03006
sacce:2686	K03010
sacce:2603	K03022
sacce:6438	K03012

### 03022	Basal transcription factors
sacce:5773	K03144
sacce:5967	K03132
sacce:562	K03122
sacce:4506	K03139
sacce:2740	K10844
sacce:1514	K03138
sacce:6027	K03142
sacce:5794	K14650
sacce:3499	K02202
sacce:5835	K03123
sacce:4848	K14651
sacce:6322	K03126
sacce:4982	K03128
sacce:1395	K03133
sacce:68	K03134
sacce:3829	K10845
sacce:6416	K14649
sacce:4129	K03140
sacce:2194	K03136
sacce:6411	K03125
sacce:4553	K03143
sacce:64	K10843
sacce:5613	K03127
sacce:75	K03124
sacce:1767	K03141
sacce:5249	K03130
sacce:6255	K03131
sacce:5443	K10842
sacce:2689	K06634
sacce:234	K03135
sacce:5283	K03137
sacce:6059	K03120

### 03040	Spliceosome
sacce:5105	K12622
sacce:6639	K13025
sacce:620	K12662
sacce:5736	K12826
sacce:1949	K12851
sacce:4180	K12627
sacce:6003	K11984
sacce:5	K12868
sacce:5085	K12625
sacce:1855	K12862
sacce:6068	K11098
sacce:139	K12624
sacce:3513	K12858
sacce:4499	K12844
sacce:6173	K12843
sacce:4618	K12834
sacce:771	K06063
sacce:697	K12623
sacce:3581	K12820
sacce:5888	K11095
sacce:4870	K12883
sacce:6046	K12828
sacce:6629	K12870
sacce:2077	K11088
sacce:3442	K03283
sacce:709	K12869
sacce:2079	K11093
sacce:3613	K12855
sacce:5129	K12814
sacce:1974	K12882
sacce:859	K12853
sacce:2716	K03283
sacce:3740	K12847
sacce:5261	K12816
sacce:6113	K12863
sacce:5454	K03283
sacce:483	K12872
sacce:307	K12873
sacce:4168	K12823
sacce:3570	K12819
sacce:4101	K12848
sacce:5523	K12845
sacce:4391	K12881
sacce:2901	K12815
sacce:6518	K12860
sacce:3496	K12867
sacce:2133	K12818
sacce:3875	K12856
sacce:2876	K03283
sacce:2858	K11097
sacce:6555	K12626
sacce:3784	K12879
sacce:3230	K12812
sacce:2030	K11092
sacce:3502	K12829
sacce:4005	K12827
sacce:4620	K12811
sacce:4156	K12859
sacce:4229	K12880
sacce:4734	K12854
sacce:6483	K03283
sacce:6033	K11096
sacce:1496	K11087
sacce:908	K12821
sacce:2461	K12831
sacce:1639	K10599
sacce:4624	K12832
sacce:2147	K11086
sacce:2034	K12621
sacce:2647	K12837
sacce:2792	K12817
sacce:1752	K11099
sacce:3495	K12830

### 03010	Ribosome
sacce:1532	K02967
sacce:959	K02917
sacce:3384	K02926
sacce:2809	K02955
sacce:2249	K02924
sacce:4641	K02962
sacce:4366	K02959
sacce:2351	K02975
sacce:1546	K02885
sacce:2398	K02980
sacce:840	K02998
sacce:5990	K02976
sacce:4790	K02954
sacce:363	K02877
sacce:1995	K02964
sacce:4840	K02900
sacce:6617	K02896
sacce:1426	K02914
sacce:4279	K02979
sacce:4432	K02993
sacce:6461	K02910
sacce:4301	K02873
sacce:207	K02906
sacce:6023	K02934
sacce:6503	K02933
sacce:5439	K02936
sacce:2837	K02896
sacce:5848	K02987
sacce:554	K02875
sacce:4671	K02962
sacce:5369	K02875
sacce:3830	K02905
sacce:3660	K02975
sacce:2949	K02896
sacce:6635	K02966
sacce:5331	K02953
sacce:6549	K02949
sacce:3375	K02920
sacce:5875	K02966
sacce:6269	K02990
sacce:5629	K02980
sacce:1757	K02936
sacce:3191	K02991
sacce:3729	K02865
sacce:3693	K02978
sacce:1347	K02984
sacce:1777	K02935
sacce:2507	K02867
sacce:3879	K02958
sacce:417	K02937
sacce:1092	K02880
sacce:4163	K02871
sacce:2751	K02911
sacce:848	K02915
sacce:532	K02951
sacce:2644	K02901
sacce:5110	K02943
sacce:301	K02898
sacce:5615	K02997
sacce:853	K02955
sacce:4722	K02971
sacce:5560	K02956
sacce:2311	K02922
sacce:39	K02864
sacce:360	K02992
sacce:6206	K02876
sacce:259	K02984
sacce:2282	K02946
sacce:5529	K02937
sacce:1000	K02873
sacce:246	K02952
sacce:954	K02934
sacce:5681	K02976
sacce:4026	K02889
sacce:1075	K02877
sacce:3652	K02937
sacce:3636	K02981
sacce:3536	K02930
sacce:1503	K02996
sacce:2855	K02957
sacce:643	K02891
sacce:3308	K02947
sacce:1037	K02928
sacce:5929	K02978
sacce:5645	K02979
sacce:2585	K02983
sacce:5050	K02868
sacce:4623	K02942
sacce:3306	K02977
sacce:4255	K02969
sacce:6056	K02905
sacce:4424	K02908
sacce:5153	K02941
sacce:5080	K02921
sacce:6147	K02889
sacce:572	K02883
sacce:921	K02998
sacce:798	K02961
sacce:2222	K02989
sacce:1224	K02920
sacce:2011	K02882
sacce:4833	K02923
sacce:1397	K02983
sacce:4404	K02868
sacce:4443	K02919
sacce:1299	K02915
sacce:624	K02872
sacce:6487	K02932
sacce:3904	K02931
sacce:3527	K02866
sacce:2783	K02974
sacce:3899	K02943
sacce:1124	K02918
sacce:2276	K02957
sacce:5539	K02895
sacce:3754	K02870
sacce:2528	K02901
sacce:5217	K02988
sacce:4184	K02927
sacce:231	K02940
sacce:4022	K02880
sacce:4656	K02930
sacce:3035	K02917
sacce:4946	K02912
sacce:3450	K02985
sacce:3591	K02910
sacce:6478	K02872
sacce:3524	K02993
sacce:2897	K02894
sacce:3714	K02960
sacce:6216	K02973
sacce:2224	K02892
sacce:4809	K02947
sacce:12	K02902
sacce:6249	K02995
sacce:3856	K02922
sacce:3093	K02898
sacce:2201	K02940
sacce:3109	K02920
sacce:1225	K02891
sacce:2707	K02963
sacce:3614	K02938
sacce:6295	K02893
sacce:4647	K02971
sacce:2287	K02942
sacce:635	K02915
sacce:2601	K02929
sacce:3792	K02925
sacce:2800	K02948
sacce:2097	K02950
sacce:6039	K02997

### 00970	Aminoacyl-tRNA biosynthesis
sacce:3348	K01880
sacce:4333	K01873
sacce:481	K01868
sacce:5966	K01876
sacce:3526	K01893
sacce:982	K01875
sacce:3448	K01890
sacce:5993	K02433
sacce:1036	K01874
sacce:414	K01886
sacce:902	K01883
sacce:1898	K01885
sacce:5732	K01868
sacce:1507	K01875
sacce:5960	K01893
sacce:2841	K01867
sacce:897	K01866
sacce:3886	K00604
sacce:5641	K01889
sacce:6446	K02434
sacce:1615	K01869
sacce:3892	K01876
sacce:2207	K01881
sacce:6645	K01867
sacce:2551	K01866
sacce:5168	K01889
sacce:6040	K01885
sacce:5117	K01874
sacce:3443	K04567
sacce:1575	K01887
sacce:2500	K01881
sacce:5315	K01892
sacce:5342	K01880
sacce:5222	K04567
sacce:1304	K01869
sacce:6354	K01870
sacce:1984	K01887
sacce:4780	K01870
sacce:1087	K01872

### 03013	RNA transport
sacce:4870	K12883
sacce:1015	K03262
sacce:2284	K14310
sacce:4684	K01164
sacce:2501	K14319
sacce:4954	K07562
sacce:1861	K14292
sacce:6667	K03538
sacce:1974	K12882
sacce:3238	K03252
sacce:5843	K14528
sacce:6214	K14300
sacce:4123	K14311
sacce:1193	K14533
sacce:2612	K03236
sacce:3158	K03254
sacce:2301	K03237
sacce:5436	K14312
sacce:6522	K03240
sacce:1137	K02516
sacce:55	K14301
sacce:4453	K03242
sacce:4245	K00784
sacce:1663	K13126
sacce:5172	K14299
sacce:5767	K14309
sacce:5679	K14297
sacce:1065	K14313
sacce:354	K03246
sacce:4048	K14315
sacce:2057	K14307
sacce:623	K14328
sacce:2874	K03239
sacce:3626	K07936
sacce:3827	K00974
sacce:731	K03245
sacce:6639	K13025
sacce:248	K05749
sacce:2879	K14293
sacce:6195	K14303
sacce:4751	K03243
sacce:6524	K14284
sacce:1466	K14522
sacce:4253	K03113
sacce:379	K03248
sacce:4229	K12880
sacce:2925	K10577
sacce:833	K14526
sacce:2109	K14308
sacce:3162	K14327
sacce:1694	K03754
sacce:3565	K14298
sacce:3659	K03537
sacce:6616	K03259
sacce:1493	K14304
sacce:3230	K12812
sacce:2835	K03258
sacce:3049	K14312
sacce:4985	K14289
sacce:4975	K09291
sacce:3784	K12879
sacce:5667	K14288
sacce:1684	K12160
sacce:4699	K09291
sacce:3374	K03260
sacce:5266	K14306
sacce:1930	K03540
sacce:4391	K12881
sacce:3460	K14326
sacce:3686	K03238
sacce:5853	K14297
sacce:3033	K14290
sacce:5356	K03680
sacce:2525	K03231
sacce:519	K03257
sacce:4345	K03539
sacce:4555	K07936
sacce:657	K03241
sacce:4318	K03260
sacce:1034	K14543
sacce:4167	K14524
sacce:5381	K14004
sacce:4045	K03253

### 03015	mRNA surveillance pathway
sacce:6665	K14404
sacce:6524	K14284
sacce:5724	K14401
sacce:2866	K14400
sacce:2493	K14399
sacce:4241	K06269
sacce:2104	K15541
sacce:3162	K14327
sacce:5160	K06269
sacce:4560	K06269
sacce:3230	K12812
sacce:3988	K14402
sacce:3201	K11584
sacce:5923	K14403
sacce:6001	K14405
sacce:3735	K04382
sacce:6423	K14396
sacce:4391	K12881
sacce:6612	K14407
sacce:1693	K15544
sacce:3460	K14326
sacce:3941	K03267
sacce:1034	K14543
sacce:6208	K00565
sacce:682	K14407
sacce:3664	K15543
sacce:4870	K12883
sacce:4010	K14416
sacce:2919	K06269
sacce:1974	K12882
sacce:1619	K04354
sacce:3244	K06100
sacce:2873	K14962
sacce:2691	K14411
sacce:4066	K03265
sacce:1663	K13126
sacce:2685	K14376
sacce:4583	K15542
sacce:6614	K04382
sacce:4330	K06965
sacce:623	K14328
sacce:288	K12595
sacce:4367	K14403
sacce:6639	K13025
sacce:939	K03456
sacce:5988	K14408

### 03008	Ribosome biogenesis in eukaryotes
sacce:3033	K14290
sacce:6290	K07178
sacce:5523	K12845
sacce:1034	K14543
sacce:4555	K07936
sacce:4167	K14524
sacce:2156	K14536
sacce:6257	K03115
sacce:6506	K12619
sacce:4345	K03539
sacce:3525	K14571
sacce:5559	K11130
sacce:4324	K03115
sacce:4128	K13288
sacce:3834	K11108
sacce:3954	K14560
sacce:2484	K14575
sacce:4772	K07179
sacce:4884	K14572
sacce:547	K14568
sacce:3091	K14548
sacce:5563	K14521
sacce:4913	K11131
sacce:3446	K03264
sacce:3322	K14554
sacce:6372	K14549
sacce:6335	K14565
sacce:833	K14526
sacce:1634	K14552
sacce:942	K03685
sacce:5292	K14532
sacce:3659	K03537
sacce:2720	K14567
sacce:580	K14556
sacce:725	K14563
sacce:2856	K14758
sacce:1466	K14522
sacce:6159	K11883
sacce:1534	K14557
sacce:3669	K14570
sacce:5297	K14564
sacce:3745	K14574
sacce:3698	K14547
sacce:6524	K14284
sacce:3807	K14558
sacce:4931	K14555
sacce:803	K11128
sacce:5225	K14566
sacce:5038	K18532
sacce:5512	K14553
sacce:1505	K14573
sacce:5995	K14545
sacce:2474	K03097
sacce:2232	K14559
sacce:6215	K14531
sacce:799	K14561
sacce:3241	K11129
sacce:2502	K14539
sacce:3626	K07936
sacce:1612	K06943
sacce:3493	K03097
sacce:1388	K14569
sacce:1060	K14546
sacce:1836	K14544
sacce:3861	K14538
sacce:3767	K14551
sacce:4684	K01164
sacce:3018	K12618
sacce:5733	K14537
sacce:6667	K03538
sacce:3148	K14550
sacce:5843	K14528
sacce:4954	K07562

### 03060	Protein export
sacce:6294	K13431
